stream_name,stream,district_name,district,o_zscore,zscore,course_name,course,university_name,university
Biological Science,1,Ampara,17,0.7229,7229,Agriculture ,1,University of Jaffna,1
Biological Science,1,Ampara,17,0.7065,7065,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Ampara,17,0.6795,6795,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Ampara,17,-100,-1000000,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Ampara,17,0.6941,6941,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Ampara,17,0.9039,9039,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Ampara,17,1.0388,10388,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Ampara,17,0.6766,6766,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Ampara,17,-100,-1000000,Biological Science,3,University of Colombo,7
Biological Science,1,Ampara,17,1.4635,14635,Biological Science,3,University of Peradeniya,8
Biological Science,1,Ampara,17,1.3617,13617,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Ampara,17,1.2568,12568,Biological Science,3,University of Kelaniya,10
Biological Science,1,Ampara,17,0.9892,9892,Biological Science,3,University of Jaffna,1
Biological Science,1,Ampara,17,1.1444,11444,Biological Science,3,University of Ruhuna,11
Biological Science,1,Ampara,17,0.7875,7875,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Ampara,17,0.7763,7763,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Ampara,17,-100,-1000000,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Ampara,17,-100,-1000000,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Ampara,17,1.2324,12324,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Ampara,17,1.2792,12792,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Ampara,17,1.2763,12763,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Ampara,17,1.6605,16605,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Ampara,17,1.7165,17165,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Ampara,17,1.7805,17805,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Ampara,17,1.7829,17829,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Ampara,17,2.3439,23439,Medicine,10,University of Colombo,7
Biological Science,1,Ampara,17,2.2954,22954,Medicine,10,University of Peradeniya,8
Biological Science,1,Ampara,17,2.13,21300,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Ampara,17,2.0562,20562,Medicine,10,University of Kelaniya,10
Biological Science,1,Ampara,17,1.7939,17939,Medicine,10,University of Jaffna,1
Biological Science,1,Ampara,17,1.9645,19645,Medicine,10,University of Ruhuna,11
Biological Science,1,Ampara,17,2.0042,20042,Medicine,10,University of Moratuwa,13
Biological Science,1,Ampara,17,1.8026,18026,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Ampara,17,1.8444,18444,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Ampara,17,1.8129,18129,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Ampara,17,1.8203,18203,Medicine,10,Wayamba University of Sri Lanka,5
Biological Science,1,Puttalam,18,0.5142,5142,Agriculture ,1,University of Jaffna,1
Biological Science,1,Puttalam,18,0.4543,4543,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Puttalam,18,0.6682,6682,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Puttalam,18,0.7987,7987,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Puttalam,18,0.6546,6546,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Puttalam,18,0.8669,8669,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Puttalam,18,-100,-1000000,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Puttalam,18,0.5565,5565,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Puttalam,18,1.607,16070,Biological Science,3,University of Colombo,7
Biological Science,1,Puttalam,18,1.455,14550,Biological Science,3,University of Peradeniya,8
Biological Science,1,Puttalam,18,1.3533,13533,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Puttalam,18,1.2516,12516,Biological Science,3,University of Kelaniya,10
Biological Science,1,Puttalam,18,0.9288,9288,Biological Science,3,University of Jaffna,1
Biological Science,1,Puttalam,18,1.1289,11289,Biological Science,3,University of Ruhuna,11
Biological Science,1,Puttalam,18,0.8,8000,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Puttalam,18,0.7031,7031,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Puttalam,18,-100,-1000000,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Puttalam,18,-100,-1000000,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Puttalam,18,1.168,11680,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Puttalam,18,1.2013,12013,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Puttalam,18,1.3032,13032,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Puttalam,18,1.6327,16327,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Puttalam,18,1.5761,15761,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Puttalam,18,1.6673,16673,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Puttalam,18,-100,-1000000,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Puttalam,18,2.3609,23609,Medicine,10,University of Colombo,7
Biological Science,1,Puttalam,18,2.1997,21997,Medicine,10,University of Peradeniya,8
Biological Science,1,Puttalam,18,2.1282,21282,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Puttalam,18,2.0544,20544,Medicine,10,University of Kelaniya,10
Biological Science,1,Puttalam,18,1.7014,17014,Medicine,10,University of Jaffna,1
Biological Science,1,Puttalam,18,1.9934,19934,Medicine,10,University of Ruhuna,11
Biological Science,1,Puttalam,18,1.9593,19593,Medicine,10,University of Moratuwa,13
Biological Science,1,Puttalam,18,-100,-1000000,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Puttalam,18,1.8379,18379,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Puttalam,18,1.7307,17307,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Puttalam,18,1.6878,16878,Medicine,10,Wayamba University of Sri Lanka,5
Biological Science,1,Kurunegala,19,0.6879,6879,Agriculture ,1,University of Jaffna,1
Biological Science,1,Kurunegala,19,0.6814,6814,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Kurunegala,19,0.6755,6755,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Kurunegala,19,0.7497,7497,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Kurunegala,19,0.6738,6738,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Kurunegala,19,0.8461,8461,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Kurunegala,19,0.974,9740,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Kurunegala,19,0.829,8290,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Kurunegala,19,1.6359,16359,Biological Science,3,University of Colombo,7
Biological Science,1,Kurunegala,19,1.465,14650,Biological Science,3,University of Peradeniya,8
Biological Science,1,Kurunegala,19,1.3566,13566,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Kurunegala,19,1.2502,12502,Biological Science,3,University of Kelaniya,10
Biological Science,1,Kurunegala,19,1.0389,10389,Biological Science,3,University of Jaffna,1
Biological Science,1,Kurunegala,19,1.1122,11122,Biological Science,3,University of Ruhuna,11
Biological Science,1,Kurunegala,19,1.0611,10611,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Kurunegala,19,-100,-1000000,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Kurunegala,19,1.6404,16404,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Kurunegala,19,1.5463,15463,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Kurunegala,19,1.3363,13363,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Kurunegala,19,1.2473,12473,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Kurunegala,19,1.4227,14227,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Kurunegala,19,1.8007,18007,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Kurunegala,19,1.7771,17771,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Kurunegala,19,1.8081,18081,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Kurunegala,19,-100,-1000000,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Kurunegala,19,2.3717,23717,Medicine,10,University of Colombo,7
Biological Science,1,Kurunegala,19,2.1811,21811,Medicine,10,University of Peradeniya,8
Biological Science,1,Kurunegala,19,2.1311,21311,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Kurunegala,19,2.0518,20518,Medicine,10,University of Kelaniya,10
Biological Science,1,Kurunegala,19,1.8317,18317,Medicine,10,University of Jaffna,1
Biological Science,1,Kurunegala,19,1.9628,19628,Medicine,10,University of Ruhuna,11
Biological Science,1,Kurunegala,19,1.9167,19167,Medicine,10,University of Moratuwa,13
Biological Science,1,Kurunegala,19,-100,-1000000,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Kurunegala,19,1.8368,18368,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Kurunegala,19,1.9561,19561,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Kurunegala,19,1.8327,18327,Medicine,10,Wayamba University of Sri Lanka,5
Biological Science,1,Anuradhapura,20,0.5445,5445,Agriculture ,1,University of Jaffna,1
Biological Science,1,Anuradhapura,20,0.5516,5516,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Anuradhapura,20,0.6138,6138,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Anuradhapura,20,0.7472,7472,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Anuradhapura,20,0.6677,6677,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Anuradhapura,20,0.8497,8497,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Anuradhapura,20,-100,-1000000,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Anuradhapura,20,0.5093,5093,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Anuradhapura,20,-100,-1000000,Biological Science,3,University of Colombo,7
Biological Science,1,Anuradhapura,20,-100,-1000000,Biological Science,3,University of Peradeniya,8
Biological Science,1,Anuradhapura,20,1.3577,13577,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Anuradhapura,20,1.2681,12681,Biological Science,3,University of Kelaniya,10
Biological Science,1,Anuradhapura,20,0.9307,9307,Biological Science,3,University of Jaffna,1
Biological Science,1,Anuradhapura,20,1.1698,11698,Biological Science,3,University of Ruhuna,11
Biological Science,1,Anuradhapura,20,0.7815,7815,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Anuradhapura,20,0.4899,4899,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Anuradhapura,20,-100,-1000000,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Anuradhapura,20,-100,-1000000,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Anuradhapura,20,1.0831,10831,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Anuradhapura,20,1.0938,10938,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Anuradhapura,20,1.36,13600,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Anuradhapura,20,1.4658,14658,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Anuradhapura,20,1.4641,14641,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Anuradhapura,20,1.5067,15067,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Anuradhapura,20,1.4877,14877,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Anuradhapura,20,2.3478,23478,Medicine,10,University of Colombo,7
Biological Science,1,Anuradhapura,20,2.185,21850,Medicine,10,University of Peradeniya,8
Biological Science,1,Anuradhapura,20,2.1362,21362,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Anuradhapura,20,2.1113,21113,Medicine,10,University of Kelaniya,10
Biological Science,1,Anuradhapura,20,1.7029,17029,Medicine,10,University of Jaffna,1
Biological Science,1,Anuradhapura,20,1.9675,19675,Medicine,10,University of Ruhuna,11
Biological Science,1,Anuradhapura,20,1.9516,19516,Medicine,10,University of Moratuwa,13
Biological Science,1,Anuradhapura,20,1.495,14950,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Anuradhapura,20,1.8668,18668,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Anuradhapura,20,1.8704,18704,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Anuradhapura,20,1.599,15990,Medicine,10,Wayamba University of Sri Lanka,5
Biological Science,1,Polonnaruwa,21,0.6401,6401,Agriculture ,1,University of Jaffna,1
Biological Science,1,Polonnaruwa,21,0.3941,3941,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Polonnaruwa,21,0.7512,7512,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Polonnaruwa,21,0.8213,8213,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Polonnaruwa,21,-100,-1000000,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Polonnaruwa,21,-100,-1000000,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Polonnaruwa,21,-100,-1000000,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Polonnaruwa,21,0.4866,4866,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Polonnaruwa,21,-100,-1000000,Biological Science,3,University of Colombo,7
Biological Science,1,Polonnaruwa,21,-100,-1000000,Biological Science,3,University of Peradeniya,8
Biological Science,1,Polonnaruwa,21,1.3914,13914,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Polonnaruwa,21,-100,-1000000,Biological Science,3,University of Kelaniya,10
Biological Science,1,Polonnaruwa,21,0.9436,9436,Biological Science,3,University of Jaffna,1
Biological Science,1,Polonnaruwa,21,1.2074,12074,Biological Science,3,University of Ruhuna,11
Biological Science,1,Polonnaruwa,21,0.8421,8421,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Polonnaruwa,21,0.5709,5709,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Polonnaruwa,21,-100,-1000000,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Polonnaruwa,21,-100,-1000000,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Polonnaruwa,21,0.9823,9823,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Polonnaruwa,21,1.1167,11167,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Polonnaruwa,21,1.1486,11486,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Polonnaruwa,21,1.5321,15321,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Polonnaruwa,21,1.437,14370,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Polonnaruwa,21,1.5502,15502,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Polonnaruwa,21,-100,-1000000,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Polonnaruwa,21,2.4901,24901,Medicine,10,University of Colombo,7
Biological Science,1,Polonnaruwa,21,2.228,22280,Medicine,10,University of Peradeniya,8
Biological Science,1,Polonnaruwa,21,2.1644,21644,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Polonnaruwa,21,2.098,20980,Medicine,10,University of Kelaniya,10
Biological Science,1,Polonnaruwa,21,1.779,17790,Medicine,10,University of Jaffna,1
Biological Science,1,Polonnaruwa,21,1.9648,19648,Medicine,10,University of Ruhuna,11
Biological Science,1,Polonnaruwa,21,-100,-1000000,Medicine,10,University of Moratuwa,13
Biological Science,1,Polonnaruwa,21,1.5706,15706,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Polonnaruwa,21,1.8391,18391,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Polonnaruwa,21,1.7713,17713,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Polonnaruwa,21,1.5923,15923,Medicine,10,Wayamba University of Sri Lanka,5
Biological Science,1,Badulla,22,0.6024,6024,Agriculture ,1,University of Jaffna,1
Biological Science,1,Badulla,22,0.665,6650,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Badulla,22,0.6151,6151,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Badulla,22,0.7392,7392,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Badulla,22,0.692,6920,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Badulla,22,0.8869,8869,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Badulla,22,0.962,9620,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Badulla,22,0.6846,6846,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Badulla,22,1.771,17710,Biological Science,3,University of Colombo,7
Biological Science,1,Badulla,22,1.456,14560,Biological Science,3,University of Peradeniya,8
Biological Science,1,Badulla,22,1.3379,13379,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Badulla,22,1.251,12510,Biological Science,3,University of Kelaniya,10
Biological Science,1,Badulla,22,0.9363,9363,Biological Science,3,University of Jaffna,1
Biological Science,1,Badulla,22,1.1226,11226,Biological Science,3,University of Ruhuna,11
Biological Science,1,Badulla,22,0.7868,7868,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Badulla,22,0.7318,7318,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Badulla,22,-100,-1000000,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Badulla,22,-100,-1000000,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Badulla,22,1.2004,12004,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Badulla,22,1.1482,11482,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Badulla,22,1.3364,13364,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Badulla,22,1.6073,16073,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Badulla,22,1.6042,16042,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Badulla,22,1.6466,16466,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Badulla,22,-100,-1000000,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Badulla,22,2.386,23860,Medicine,10,University of Colombo,7
Biological Science,1,Badulla,22,2.1834,21834,Medicine,10,University of Peradeniya,8
Biological Science,1,Badulla,22,2.1701,21701,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Badulla,22,2.0548,20548,Medicine,10,University of Kelaniya,10
Biological Science,1,Badulla,22,1.7012,17012,Medicine,10,University of Jaffna,1
Biological Science,1,Badulla,22,1.9627,19627,Medicine,10,University of Ruhuna,11
Biological Science,1,Badulla,22,1.9425,19425,Medicine,10,University of Moratuwa,13
Biological Science,1,Badulla,22,1.6782,16782,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Badulla,22,1.8362,18362,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Badulla,22,1.6983,16983,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Badulla,22,1.6794,16794,Medicine,10,Wayamba University of Sri Lanka,5
Biological Science,1,Monaragala,23,0.5389,5389,Agriculture ,1,University of Jaffna,1
Biological Science,1,Monaragala,23,0.5033,5033,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Monaragala,23,0.6299,6299,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Monaragala,23,0.7412,7412,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Monaragala,23,0.6316,6316,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Monaragala,23,0.8516,8516,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Monaragala,23,-100,-1000000,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Monaragala,23,0.4712,4712,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Monaragala,23,-100,-1000000,Biological Science,3,University of Colombo,7
Biological Science,1,Monaragala,23,1.5404,15404,Biological Science,3,University of Peradeniya,8
Biological Science,1,Monaragala,23,-100,-1000000,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Monaragala,23,-100,-1000000,Biological Science,3,University of Kelaniya,10
Biological Science,1,Monaragala,23,0.9289,9289,Biological Science,3,University of Jaffna,1
Biological Science,1,Monaragala,23,1.1352,11352,Biological Science,3,University of Ruhuna,11
Biological Science,1,Monaragala,23,0.7909,7909,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Monaragala,23,0.4953,4953,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Monaragala,23,-100,-1000000,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Monaragala,23,-100,-1000000,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Monaragala,23,1.2393,12393,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Monaragala,23,1.0817,10817,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Monaragala,23,1.2875,12875,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Monaragala,23,1.3628,13628,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Monaragala,23,1.3783,13783,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Monaragala,23,1.4966,14966,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Monaragala,23,1.4042,14042,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Monaragala,23,-100,-1000000,Medicine,10,University of Colombo,7
Biological Science,1,Monaragala,23,2.1977,21977,Medicine,10,University of Peradeniya,8
Biological Science,1,Monaragala,23,-100,-1000000,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Monaragala,23,2.0601,20601,Medicine,10,University of Kelaniya,10
Biological Science,1,Monaragala,23,1.7648,17648,Medicine,10,University of Jaffna,1
Biological Science,1,Monaragala,23,1.9966,19966,Medicine,10,University of Ruhuna,11
Biological Science,1,Monaragala,23,-100,-1000000,Medicine,10,University of Moratuwa,13
Biological Science,1,Monaragala,23,1.4059,14059,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Monaragala,23,1.872,18720,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Monaragala,23,1.754,17540,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Monaragala,23,1.5885,15885,Medicine,10,Wayamba University of Sri Lanka,5
Biological Science,1,Kegalle,24,0.7329,7329,Agriculture ,1,University of Jaffna,1
Biological Science,1,Kegalle,24,0.7265,7265,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Kegalle,24,0.7104,7104,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Kegalle,24,0.7529,7529,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Kegalle,24,0.7114,7114,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Kegalle,24,0.9084,9084,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Kegalle,24,0.9593,9593,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Kegalle,24,-100,-1000000,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Kegalle,24,1.6138,16138,Biological Science,3,University of Colombo,7
Biological Science,1,Kegalle,24,1.4564,14564,Biological Science,3,University of Peradeniya,8
Biological Science,1,Kegalle,24,1.3599,13599,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Kegalle,24,1.2602,12602,Biological Science,3,University of Kelaniya,10
Biological Science,1,Kegalle,24,1.1179,11179,Biological Science,3,University of Jaffna,1
Biological Science,1,Kegalle,24,1.1137,11137,Biological Science,3,University of Ruhuna,11
Biological Science,1,Kegalle,24,1.1049,11049,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Kegalle,24,-100,-1000000,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Kegalle,24,1.5859,15859,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Kegalle,24,1.5597,15597,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Kegalle,24,1.4642,14642,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Kegalle,24,1.285,12850,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Kegalle,24,1.4116,14116,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Kegalle,24,1.746,17460,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Kegalle,24,1.7447,17447,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Kegalle,24,1.7638,17638,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Kegalle,24,-100,-1000000,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Kegalle,24,2.3958,23958,Medicine,10,University of Colombo,7
Biological Science,1,Kegalle,24,2.1815,21815,Medicine,10,University of Peradeniya,8
Biological Science,1,Kegalle,24,2.1407,21407,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Kegalle,24,2.0546,20546,Medicine,10,University of Kelaniya,10
Biological Science,1,Kegalle,24,1.7941,17941,Medicine,10,University of Jaffna,1
Biological Science,1,Kegalle,24,1.9692,19692,Medicine,10,University of Ruhuna,11
Biological Science,1,Kegalle,24,1.9024,19024,Medicine,10,University of Moratuwa,13
Biological Science,1,Kegalle,24,-100,-1000000,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Kegalle,24,1.8414,18414,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Kegalle,24,1.8019,18019,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Kegalle,24,1.7787,17787,Medicine,10,Wayamba University of Sri Lanka,5
