stream_name,stream,district_name,district,o_zscore,zscore,course_name,course,university_name,university
Biological Science,1,Hambantota,9,0.6806,6806,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Hambantota,9,0.7376,7376,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Hambantota,9,0.684,6840,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Hambantota,9,0.849,8490,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Hambantota,9,0.9519,9519,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Hambantota,9,0.7247,7247,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Hambantota,9,1.6232,16232,Biological Science,3,University of Colombo,7
Biological Science,1,Hambantota,9,1.4689,14689,Biological Science,3,University of Peradeniya,8
Biological Science,1,Hambantota,9,1.3393,13393,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Hambantota,9,1.268,12680,Biological Science,3,University of Kelaniya,10
Biological Science,1,Hambantota,9,-100,-1000000,Biological Science,3,University of Jaffna,1
Biological Science,1,Hambantota,9,1.1427,11427,Biological Science,3,University of Ruhuna,11
Biological Science,1,Hambantota,9,0.808,8080,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Hambantota,9,0.9064,9064,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Hambantota,9,1.6022,16022,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Hambantota,9,1.55,15500,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Hambantota,9,1.434,14340,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Hambantota,9,1.2473,12473,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Hambantota,9,1.4396,14396,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Hambantota,9,1.7882,17882,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Hambantota,9,1.77,17700,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Hambantota,9,1.8249,18249,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Hambantota,9,-100,-1000000,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Hambantota,9,2.3664,23664,Medicine,10,University of Colombo,7
Biological Science,1,Hambantota,9,2.1972,21972,Medicine,10,University of Peradeniya,8
Biological Science,1,Hambantota,9,2.1466,21466,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Hambantota,9,2.0552,20552,Medicine,10,University of Kelaniya,10
Biological Science,1,Hambantota,9,1.8669,18669,Medicine,10,University of Jaffna,1
Biological Science,1,Hambantota,9,1.9932,19932,Medicine,10,University of Ruhuna,11
Biological Science,1,Hambantota,9,1.909,19090,Medicine,10,University of Moratuwa,13
Biological Science,1,Hambantota,9,1.8476,18476,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Hambantota,9,1.8934,18934,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Hambantota,9,1.853,18530,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Hambantota,9,-100,-1000000,Medicine,10,Wayamba University of Sri Lanka,5
Biological Science,1,Jaffna,10,0.714,7140,Agriculture ,1,University of Jaffna,1
Biological Science,1,Jaffna,10,0.8409,8409,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Jaffna,10,0.7042,7042,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Jaffna,10,0.9988,9988,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Jaffna,10,0.737,7370,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Jaffna,10,0.8772,8772,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Jaffna,10,-100,-1000000,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Jaffna,10,0.8133,8133,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Jaffna,10,1.6818,16818,Biological Science,3,University of Colombo,7
Biological Science,1,Jaffna,10,1.453,14530,Biological Science,3,University of Peradeniya,8
Biological Science,1,Jaffna,10,1.3579,13579,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Jaffna,10,1.2545,12545,Biological Science,3,University of Kelaniya,10
Biological Science,1,Jaffna,10,1.046,10460,Biological Science,3,University of Jaffna,1
Biological Science,1,Jaffna,10,-100,-1000000,Biological Science,3,University of Ruhuna,11
Biological Science,1,Jaffna,10,-100,-1000000,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Jaffna,10,-100,-1000000,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Jaffna,10,1.6961,16961,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Jaffna,10,1.5807,15807,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Jaffna,10,1.3579,13579,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Jaffna,10,1.1919,11919,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Jaffna,10,1.386,13860,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Jaffna,10,1.8149,18149,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Jaffna,10,1.7417,17417,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Jaffna,10,1.8516,18516,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Jaffna,10,-100,-1000000,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Jaffna,10,2.3523,23523,Medicine,10,University of Colombo,7
Biological Science,1,Jaffna,10,2.1868,21868,Medicine,10,University of Peradeniya,8
Biological Science,1,Jaffna,10,2.1331,21331,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Jaffna,10,-100,-1000000,Medicine,10,University of Kelaniya,10
Biological Science,1,Jaffna,10,1.87,18700,Medicine,10,University of Jaffna,1
Biological Science,1,Jaffna,10,-100,-1000000,Medicine,10,University of Ruhuna,11
Biological Science,1,Jaffna,10,1.9043,19043,Medicine,10,University of Moratuwa,13
Biological Science,1,Jaffna,10,-100,-1000000,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Jaffna,10,-100,-1000000,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Jaffna,10,-100,-1000000,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Jaffna,10,-100,-1000000,Medicine,10,Wayamba University of Sri Lanka,5
Biological Science,1,Kilinochchi,11,0.5335,5335,Agriculture ,1,University of Jaffna,1
Biological Science,1,Kilinochchi,11,0.4842,4842,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Kilinochchi,11,-100,-1000000,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Kilinochchi,11,-100,-1000000,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Kilinochchi,11,-100,-1000000,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Kilinochchi,11,-100,-1000000,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Kilinochchi,11,-100,-1000000,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Kilinochchi,11,0.4054,4054,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Kilinochchi,11,-100,-1000000,Biological Science,3,University of Colombo,7
Biological Science,1,Kilinochchi,11,-100,-1000000,Biological Science,3,University of Peradeniya,8
Biological Science,1,Kilinochchi,11,-100,-1000000,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Kilinochchi,11,-100,-1000000,Biological Science,3,University of Kelaniya,10
Biological Science,1,Kilinochchi,11,0.9321,9321,Biological Science,3,University of Jaffna,1
Biological Science,1,Kilinochchi,11,-100,-1000000,Biological Science,3,University of Ruhuna,11
Biological Science,1,Kilinochchi,11,-100,-1000000,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Kilinochchi,11,0.5231,5231,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Kilinochchi,11,-100,-1000000,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Kilinochchi,11,-100,-1000000,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Kilinochchi,11,0.5559,5559,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Kilinochchi,11,0.6139,6139,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Kilinochchi,11,1.0146,10146,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Kilinochchi,11,1.2509,12509,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Kilinochchi,11,1.4482,14482,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Kilinochchi,11,-100,-1000000,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Kilinochchi,11,1.4595,14595,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Kilinochchi,11,2.3312,23312,Medicine,10,University of Colombo,7
Biological Science,1,Kilinochchi,11,-100,-1000000,Medicine,10,University of Peradeniya,8
Biological Science,1,Kilinochchi,11,2.1628,21628,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Kilinochchi,11,-100,-1000000,Medicine,10,University of Kelaniya,10
Biological Science,1,Kilinochchi,11,1.7085,17085,Medicine,10,University of Jaffna,1
Biological Science,1,Kilinochchi,11,-100,-1000000,Medicine,10,University of Ruhuna,11
Biological Science,1,Kilinochchi,11,-100,-1000000,Medicine,10,University of Moratuwa,13
Biological Science,1,Kilinochchi,11,1.4665,14665,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Kilinochchi,11,-100,-1000000,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Kilinochchi,11,-100,-1000000,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Kilinochchi,11,-100,-1000000,Medicine,10,Wayamba University of Sri Lanka,5
Biological Science,1,Mannar,12,0.6559,6559,Agriculture ,1,University of Jaffna,1
Biological Science,1,Mannar,12,0.4941,4941,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Mannar,12,0.8485,8485,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Mannar,12,-100,-1000000,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Mannar,12,-100,-1000000,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Mannar,12,-100,-1000000,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Mannar,12,-100,-1000000,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Mannar,12,0.4127,4127,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Mannar,12,-100,-1000000,Biological Science,3,University of Colombo,7
Biological Science,1,Mannar,12,-100,-1000000,Biological Science,3,University of Peradeniya,8
Biological Science,1,Mannar,12,-100,-1000000,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Mannar,12,-100,-1000000,Biological Science,3,University of Kelaniya,10
Biological Science,1,Mannar,12,-100,-1000000,Biological Science,3,University of Jaffna,1
Biological Science,1,Mannar,12,-100,-1000000,Biological Science,3,University of Ruhuna,11
Biological Science,1,Mannar,12,-100,-1000000,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Mannar,12,0.2473,2473,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Mannar,12,-100,-1000000,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Mannar,12,-100,-1000000,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Mannar,12,0.9024,9024,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Mannar,12,1.0077,10077,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Mannar,12,1.2516,12516,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Mannar,12,1.6198,16198,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Mannar,12,1.6781,16781,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Mannar,12,1.6981,16981,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Mannar,12,-100,-1000000,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Mannar,12,-100,-1000000,Medicine,10,University of Colombo,7
Biological Science,1,Mannar,12,-100,-1000000,Medicine,10,University of Peradeniya,8
Biological Science,1,Mannar,12,-100,-1000000,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Mannar,12,-100,-1000000,Medicine,10,University of Kelaniya,10
Biological Science,1,Mannar,12,1.7153,17153,Medicine,10,University of Jaffna,1
Biological Science,1,Mannar,12,2.008,20080,Medicine,10,University of Ruhuna,11
Biological Science,1,Mannar,12,-100,-1000000,Medicine,10,University of Moratuwa,13
Biological Science,1,Mannar,12,-100,-1000000,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Mannar,12,-100,-1000000,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Mannar,12,-100,-1000000,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Mannar,12,-100,-1000000,Medicine,10,Wayamba University of Sri Lanka,5
Biological Science,1,Mullaitivu,13,0.5586,5586,Agriculture ,1,University of Jaffna,1
Biological Science,1,Mullaitivu,13,0.6111,6111,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Mullaitivu,13,-100,-1000000,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Mullaitivu,13,-100,-1000000,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Mullaitivu,13,0.6587,6587,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Mullaitivu,13,-100,-1000000,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Mullaitivu,13,-100,-1000000,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Mullaitivu,13,0.8253,8253,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Mullaitivu,13,-100,-1000000,Biological Science,3,University of Colombo,7
Biological Science,1,Mullaitivu,13,-100,-1000000,Biological Science,3,University of Peradeniya,8
Biological Science,1,Mullaitivu,13,-100,-1000000,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Mullaitivu,13,-100,-1000000,Biological Science,3,University of Kelaniya,10
Biological Science,1,Mullaitivu,13,1.1797,11797,Biological Science,3,University of Jaffna,1
Biological Science,1,Mullaitivu,13,-100,-1000000,Biological Science,3,University of Ruhuna,11
Biological Science,1,Mullaitivu,13,0.84,8400,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Mullaitivu,13,0.645,6450,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Mullaitivu,13,-100,-1000000,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Mullaitivu,13,-100,-1000000,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Mullaitivu,13,0.8715,8715,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Mullaitivu,13,1.0195,10195,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Mullaitivu,13,1.3775,13775,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Mullaitivu,13,1.4887,14887,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Mullaitivu,13,1.7033,17033,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Mullaitivu,13,-100,-1000000,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Mullaitivu,13,1.7104,17104,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Mullaitivu,13,2.6035,26035,Medicine,10,University of Colombo,7
Biological Science,1,Mullaitivu,13,-100,-1000000,Medicine,10,University of Peradeniya,8
Biological Science,1,Mullaitivu,13,-100,-1000000,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Mullaitivu,13,-100,-1000000,Medicine,10,University of Kelaniya,10
Biological Science,1,Mullaitivu,13,1.7161,17161,Medicine,10,University of Jaffna,1
Biological Science,1,Mullaitivu,13,-100,-1000000,Medicine,10,University of Ruhuna,11
Biological Science,1,Mullaitivu,13,-100,-1000000,Medicine,10,University of Moratuwa,13
Biological Science,1,Mullaitivu,13,-100,-1000000,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Mullaitivu,13,-100,-1000000,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Mullaitivu,13,-100,-1000000,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Mullaitivu,13,-100,-1000000,Medicine,10,Wayamba University of Sri Lanka,5
Biological Science,1,Vavuniya,14,0.5778,5778,Agriculture ,1,University of Jaffna,1
Biological Science,1,Vavuniya,14,0.4353,4353,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Vavuniya,14,0.6133,6133,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Vavuniya,14,0.8363,8363,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Vavuniya,14,-100,-1000000,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Vavuniya,14,-100,-1000000,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Vavuniya,14,-100,-1000000,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Vavuniya,14,0.425,4250,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Vavuniya,14,-100,-1000000,Biological Science,3,University of Colombo,7
Biological Science,1,Vavuniya,14,1.4623,14623,Biological Science,3,University of Peradeniya,8
Biological Science,1,Vavuniya,14,1.3554,13554,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Vavuniya,14,1.3039,13039,Biological Science,3,University of Kelaniya,10
Biological Science,1,Vavuniya,14,0.9382,9382,Biological Science,3,University of Jaffna,1
Biological Science,1,Vavuniya,14,-100,-1000000,Biological Science,3,University of Ruhuna,11
Biological Science,1,Vavuniya,14,-100,-1000000,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Vavuniya,14,0.4784,4784,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Vavuniya,14,-100,-1000000,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Vavuniya,14,-100,-1000000,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Vavuniya,14,1.2494,12494,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Vavuniya,14,1.2736,12736,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Vavuniya,14,1.4734,14734,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Vavuniya,14,1.6437,16437,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Vavuniya,14,1.7061,17061,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Vavuniya,14,1.7105,17105,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Vavuniya,14,-100,-1000000,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Vavuniya,14,2.343,23430,Medicine,10,University of Colombo,7
Biological Science,1,Vavuniya,14,2.2299,22299,Medicine,10,University of Peradeniya,8
Biological Science,1,Vavuniya,14,2.1645,21645,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Vavuniya,14,2.0804,20804,Medicine,10,University of Kelaniya,10
Biological Science,1,Vavuniya,14,1.7178,17178,Medicine,10,University of Jaffna,1
Biological Science,1,Vavuniya,14,-100,-1000000,Medicine,10,University of Ruhuna,11
Biological Science,1,Vavuniya,14,2.0106,20106,Medicine,10,University of Moratuwa,13
Biological Science,1,Vavuniya,14,-100,-1000000,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Vavuniya,14,-100,-1000000,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Vavuniya,14,-100,-1000000,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Vavuniya,14,-100,-1000000,Medicine,10,Wayamba University of Sri Lanka,5
Biological Science,1,Trincomalee,15,0.5091,5091,Agriculture ,1,University of Jaffna,1
Biological Science,1,Trincomalee,15,0.4778,4778,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Trincomalee,15,-100,-1000000,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Trincomalee,15,-100,-1000000,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Trincomalee,15,-100,-1000000,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Trincomalee,15,0.9137,9137,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Trincomalee,15,-100,-1000000,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Trincomalee,15,0.5157,5157,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Trincomalee,15,-100,-1000000,Biological Science,3,University of Colombo,7
Biological Science,1,Trincomalee,15,-100,-1000000,Biological Science,3,University of Peradeniya,8
Biological Science,1,Trincomalee,15,1.4306,14306,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Trincomalee,15,1.3004,13004,Biological Science,3,University of Kelaniya,10
Biological Science,1,Trincomalee,15,1.1801,11801,Biological Science,3,University of Jaffna,1
Biological Science,1,Trincomalee,15,-100,-1000000,Biological Science,3,University of Ruhuna,11
Biological Science,1,Trincomalee,15,0.8232,8232,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Trincomalee,15,0.5556,5556,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Trincomalee,15,-100,-1000000,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Trincomalee,15,1.5479,15479,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Trincomalee,15,1.1226,11226,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Trincomalee,15,1.1069,11069,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Trincomalee,15,1.2107,12107,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Trincomalee,15,1.6851,16851,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Trincomalee,15,1.6596,16596,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Trincomalee,15,1.6941,16941,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Trincomalee,15,-100,-1000000,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Trincomalee,15,2.3366,23366,Medicine,10,University of Colombo,7
Biological Science,1,Trincomalee,15,-100,-1000000,Medicine,10,University of Peradeniya,8
Biological Science,1,Trincomalee,15,2.1399,21399,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Trincomalee,15,2.0635,20635,Medicine,10,University of Kelaniya,10
Biological Science,1,Trincomalee,15,1.7092,17092,Medicine,10,University of Jaffna,1
Biological Science,1,Trincomalee,15,1.9769,19769,Medicine,10,University of Ruhuna,11
Biological Science,1,Trincomalee,15,1.9672,19672,Medicine,10,University of Moratuwa,13
Biological Science,1,Trincomalee,15,1.9139,19139,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Trincomalee,15,1.8458,18458,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Trincomalee,15,-100,-1000000,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Trincomalee,15,1.6985,16985,Medicine,10,Wayamba University of Sri Lanka,5
Biological Science,1,Batticaloa,16,0.5646,5646,Agriculture ,1,University of Jaffna,1
Biological Science,1,Batticaloa,16,0.5431,5431,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Batticaloa,16,0.6726,6726,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Batticaloa,16,-100,-1000000,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Batticaloa,16,0.7841,7841,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Batticaloa,16,0.8694,8694,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Batticaloa,16,-100,-1000000,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Batticaloa,16,0.4999,4999,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Batticaloa,16,-100,-1000000,Biological Science,3,University of Colombo,7
Biological Science,1,Batticaloa,16,1.4664,14664,Biological Science,3,University of Peradeniya,8
Biological Science,1,Batticaloa,16,1.4438,14438,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Batticaloa,16,1.2657,12657,Biological Science,3,University of Kelaniya,10
Biological Science,1,Batticaloa,16,0.9413,9413,Biological Science,3,University of Jaffna,1
Biological Science,1,Batticaloa,16,-100,-1000000,Biological Science,3,University of Ruhuna,11
Biological Science,1,Batticaloa,16,0.7976,7976,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Batticaloa,16,0.5383,5383,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Batticaloa,16,-100,-1000000,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Batticaloa,16,-100,-1000000,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Batticaloa,16,1.0066,10066,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Batticaloa,16,1.2342,12342,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Batticaloa,16,1.3868,13868,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Batticaloa,16,1.7347,17347,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Batticaloa,16,1.6827,16827,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Batticaloa,16,1.8133,18133,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Batticaloa,16,-100,-1000000,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Batticaloa,16,2.3427,23427,Medicine,10,University of Colombo,7
Biological Science,1,Batticaloa,16,2.1827,21827,Medicine,10,University of Peradeniya,8
Biological Science,1,Batticaloa,16,2.1449,21449,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Batticaloa,16,2.0524,20524,Medicine,10,University of Kelaniya,10
Biological Science,1,Batticaloa,16,1.8469,18469,Medicine,10,University of Jaffna,1
Biological Science,1,Batticaloa,16,2.0273,20273,Medicine,10,University of Ruhuna,11
Biological Science,1,Batticaloa,16,1.9193,19193,Medicine,10,University of Moratuwa,13
Biological Science,1,Batticaloa,16,1.8755,18755,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Batticaloa,16,1.8609,18609,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Batticaloa,16,-100,-1000000,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Batticaloa,16,-100,-1000000,Medicine,10,Wayamba University of Sri Lanka,5
